Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege;commentFP
PGM;BG;105;AA;1;Action de la France en Europe et dans le monde;ActionFranceEurope_Monde;"Dans un contexte international instable et incertain, l’action extérieure de la France obéit à cinq priorités : 
- Agir en faveur de la paix et de la stabilité, face à la multiplication des crises hors de nos frontières, qui représentent une menace permanente pour la sécurité de nos concitoyens y compris sur notre territoire.
- Promouvoir le multilatéralisme et un ordre international fondé sur le droit, soutenir les institutions multilatérales et s’engager en faveur de leur réforme si nécessaire.
- Promouvoir une nouvelle dynamique européenne qui réponde à notre objectif de construire une Europe qui protège et renforce les politiques d’intégration des États membres.
- Défendre notre vision d’une citoyenneté européenne.
- Défendre la démocratie, les droits de l’Homme et l’État de droit  de plus en plus remis en cause dans le monde.
-  Œuvrer à une régulation économique et commerciale efficiente face à de grands acteurs tentés par le repli protectionniste ou le refus de règles de réciprocité."
ACT;BG;105-04;;;Contributions internationales;Contrib. internationales;
SSA;BG;105-04-01;;;Opérations de maintien de la paix : participations obligatoires aux opérations de maintien de la paix des Nations Unies (en devises);OMP particip.obl.NU (dev);
SSA;BG;105-04-02;;;Contributions en euros aux organisations internationales;CI en euros;
SSA;BG;105-04-05;;;Contributions en devises aux organisations internationales;CI en devises;
ACT;BG;105-02;;;Action européenne;Action européenne;
SSA;BG;105-02-01;;;Moyens de fonctionnement : services d'administration centrale;Moyens  fonction. sces AC;
SSA;BG;105-02-11;;;"Personnel concourant à l'action ""action européenne""";Pers. action européenne;
SSA;BG;105-02-07;;;Dépenses d'intervention et de communication du ministre chargé des affaires européennes;Subv. et comm. Min AE;
SSA;BG;105-02-08;;;Contributions aux organisations européennes;Contrib. org. eur.;
ACT;BG;105-01;;;Coordination de l'action diplomatique;Coordination action diplo;
SSA;BG;105-01-01;;;Etat major : cabinets;Etat major : cabinets;
SSA;BG;105-01-08;;;Etat major : logistique de niveau chef d'Etat ou de gouvernement;Et.maj. log chef Etat/gvt;
SSA;BG;105-01-09;;;Etat-major : affaires politiques;Et.maj. aff. politiques;
SSA;BG;105-01-15;;;"Personnel concourant à l'action ""coordination de l'action diplomatique""";Pers. coordin. act. diplo;
SSA;BG;105-01-16;;;Sécurité des communautés françaises;Sécur. communautés franç.;
ACT;BG;105-05;;;Coopération de sécurité et de défense;Coop. sécurité et défense;
SSA;BG;105-05-01;;;Formation des élites et cadres de sécurité et de défense;Form.élites sécu déf;
SSA;BG;105-05-02;;;Ingénierie de sécurité et de défense;Ingénierie sécu.& défense;
SSA;BG;105-05-03;;;Fonctions de direction et soutien en France et étranger;Fonct.dir.&soutien Fr&étr;
SSA;BG;105-05-04;;;"Personnel concourant à l'action ""coopération de sécurité et de défense""";Pers.action coop.sécu.déf;
ACT;BG;105-06;;;Soutien;Soutien;
SSA;BG;105-06-10;;;Logistique diplomatique;Logistique diplomatique;
SSA;BG;105-06-06;;;Ressources humaines;Ressources humaines;
SSA;BG;105-06-08;;;Systèmes d'information et de télécommunication;Systèmes d’information;
SSA;BG;105-06-11;;;Politique immobilière;Politique immobilière;
SSA;BG;105-06-12;;;Sécurité diplomatique;Sécurité diplomatique;
SSA;BG;105-06-14;;;"Personnel concourant à l'action ""soutien""";Pers. action soutien;
ACT;BG;105-99;;;Dépenses de personnel à reventiler entre les actions du programme;Dépenses de personnel à r;
ACT;BG;105-07;;;Réseau diplomatique;Réseau diplomatique;
SSA;BG;105-07-01;;;Réseau diplomatique : postes à l'étranger - dépenses de structures du ministère des Affaires étrangères;Rés.diplo.étr.struc.MAE;
SSA;BG;105-07-02;;;"Personnel du Ministère des Affaires étrangères et européennes concourant à l'action ""réseau diplomatique""";Pers.MAE action rés diplo;
SSA;BG;105-07-03;;;Réseau diplomatique : postes à l'étranger - dépenses de structures hors ministère des Affaires étrangères;Rés.diplo.étr.str.horsMAE;
SSA;BG;105-07-04;;;"Personnel hors Ministère des Affaires étrangères et européennes, concourant à l'action ""réseau diplomatique""";Pers.horsMAEact.rés.diplo;
PGM;BG;185;AA;1;Diplomatie culturelle et d'influence;Diplomatie culturelle et;Le programme 185 porte les crédits destinés à mettre en œuvre la politique d'influence de la France, couvrant l'enseignement français à l'étranger et l'ensemble des moyens destinés à la diffusion culturelle, linguistique, universitaire et scientifique, ainsi que les activités liées à la diplomatie économique et à la promotion de la destination France. Sa mise en œuvre se décline selon plusieurs axes stratégiques, que sont le développement de l’enseignement francophone, la promotion de la langue française, l’influence culturelle (notamment via les industries culturelles et créatives et le développement des outils numériques), l’intensification de notre politique d’attractivité universitaire et scientifique, en particulier à destination des élites et des talents étrangers, l’expertise française en matière de protection et valorisation du patrimoine culturel, et le développement de la diplomatie économique tant du point de vue de l’export que de celui de l’attractivité économique et touristique de la France.
ACT;BG;185-01;;;Appui au réseau;Appui au réseau;
ACT;BG;185-04;;;Enseignement supérieur et recherche;Ens. sup recherche;
ACT;BG;185-02;;;Coopération culturelle et promotion du français;Coop. cult. et Français;
SSA;BG;185-02-01;;;Langue française et diversité linguistique;Français;
SSA;BG;185-02-05;;;Coopération et diffusion culturelles;Coop. culturelle;
ACT;BG;185-07;;;Diplomatie économique et développement du tourisme;Diplomatie éco tourisme;
ACT;BG;185-05;;;Agence pour l'enseignement français à l'étranger;AEFE;
ACT;BG;185-03;;;Objectifs de développement durable;ODD;
ACT;BG;185-06;;;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";Dép.pers.dipl.cultur.infl;
PGM;BG;151;AA;1;Français à l'étranger et affaires consulaires;FrançaisEtrangAffConsul;"En 2021, le programme 151 poursuivra ses missions à travers 3 actions qui couvrent l’ensemble de son activité : « Offre d’un service public de qualité aux Français à l’étranger », « Accès des élèves français au réseau de l’Agence pour l'enseignement français à l'étranger (AEFE) » et « Instruction des demandes de visas ». 
L’amélioration du service rendu est au cœur des préoccupations. Le réseau consulaire simplifie et dématérialise ses procédures. Une attention toute particulière est portée à l’exercice de la protection consulaire au bénéfice des Français résidents ou de passage à l’étranger.
L’année 2021 sera marquée par l’organisation des élections consulaires initialement prévues en 2020. Les électeurs pourront recourir au vote par internet. 2021 verra aussi l’ouverture au public du registre d’état civil électronique. La DFAE et le réseau consulaire resteront mobilisés pour soutenir nos compatriotes démunis qui continueront à subir l’effet de la crise sanitaire mondiale."
ACT;BG;151-01;;;Offre d'un service public de qualité aux Français à l'étranger;Offre sce publ.qualitéFAE;
SSA;BG;151-01-02;;;Services publics administratifs offerts aux français;Sces publ. adm. aux Franç;
SSA;BG;151-01-13;;;"Personnel concourant à l'action ""offre d'un service public de qualité aux français à l'étranger""";Pers.sce publ.qualité FAE;
SSA;BG;151-01-12;;;Animation et gestion du réseau : animation des postes consulaires;Animation postes consul.;
ACT;BG;151-03;;;Instruction des demandes de visa;Instruction demandes visa;
SSA;BG;151-03-01;;;Fourniture des services administratifs;Fourniture services admin;
SSA;BG;151-03-02;;;"Personnel concourant à l'action ""instruction des demandes de visa""";Pers. instruct. ddes visa;
SSA;BG;151-03-03;;;Introduction de la biométrie, aménagement des services et lutte contre la fraude;Intro biomet lutte fraude;
ACT;BG;151-99;;;Dépenses de personnel à reventiler entre les actions du programme;Dépenses de personnel à r;
ACT;BG;151-02;;;Accès des élèves français au réseau AEFE;Accès élèves franç. AEFE;
SSA;BG;151-02-01;;;Aide à la scolarité;Aide à la scolarité;
SSA;BG;151-02-02;;;Prise en charge des frais de scolarité;PEC frais de scolarité;
MSN;CCF;ZA;;;Accords monétaires internationaux;AccordsMonétInter;
PGM;CCF;811;ZA;7;Relations avec l'Union monétaire ouest-africaine;Rel.Union.mon.ouest-afric;
ACT;CCF;811-01;;;Relations avec l'Union monétaire ouest-africaine;Relations avec l'Union mo;
PGM;CCF;813;ZA;7;Relations avec l'Union des Comores;Relations Union des Comor;
ACT;CCF;813-01;;;Relations avec l'Union des Comores;Relations avec l'Union de;
PGM;CCF;812;ZA;7;Relations avec l'Union monétaire d'Afrique centrale;Rel.Union.mon.Afri.centra;
ACT;CCF;812-01;;;Relations avec l'Union monétaire d'Afrique centrale;Relations avec l'Union mo;
MSN;BA;XC;;;Contrôle et exploitation aériens;BACEA;
PGM;BA;613;XC;23;Soutien aux prestations de l'aviation civile;SoutienPrestationsAvciv;
ACT;BA;613-01;;;Ressources humaines et management;Ressources humaines et ma;
SSA;BA;613-01-01;;;Ressources humaines et management;Ressources humaines et ma;
SSA;BA;613-01-02;;;Météo-France;Météo-France;
ACT;BA;613-02;;;Logistique;Logistique;
ACT;BA;613-03;;;Affaires financières;Affaires financières;
ACT;BA;613-04;;;Formation aéronautique;Formation aéronautique;
PGM;BA;612;XC;23;Navigation aérienne;Navigation aérienne;
ACT;BA;612-01;;;Soutien et prestations externes de la Navigation aérienne;Soutien et prestations ex;
ACT;BA;612-02;;;Exploitation et innovation de la Navigation aérienne;Exploitation et innovatio;
PGM;BA;614;XC;23;Transports aériens, surveillance et certification;Transports aériens, sur;
ACT;BA;614-01;;;Développement durable et régulation;Développement durable et ;
ACT;BA;614-02;;;Surveillance et certification;Surveillance et certifica;
ACT;BA;614-04;;;Enquêtes de sécurité aérienne;Enquêtes de sécurité aéri;
MSN;CAS;YF;;;Développement agricole et rural;Développement agrico;"L'agriculture française est appelée à un processus de transformation pour répondre aux enjeux du XXIème siècle eu égard au développement agricole et rural. Pour accompagner cette transition, le ministère s'appuie sur un réseau d'acteurs de recherche, de développement, et d'enseignement permettant de produire et diffuser l'innovation et les connaissances nécessaires aux agriculteurs. La mission finance des programmes pluri-annuels et des appels à projets à destination de ces acteurs pour répondre aux objectifs dans le PNDAR au travers de deux programmes budgétaires, ""développement et transfert en agriculture"" (P775) et ""recherche appliquée et innovation en agriculture (P776). Compte tenu de la crise sanitaire du COVID 19, et du contexte de renégociation de la PAC, l'année 2021 constituera une transition vers une nouvelle programmation pour la période 2022-2027 qui soutiendra des actions prioritaires dont l'autonomie protéique et l'atténuation des effets du réchauffement."
PGM;CAS;775;YF;3;Développement et transfert en agriculture;Développement et transfer;"Le programme 775, intégré à la mission ""Développement agricole et rural"", est défini en cohérence avec les objectifs du Programme national de développement agricole et rural (PNDAR) financé par le compte d’affectation spéciale développement agricole et rural (CASDAR). Le programme 775 soutient les chambres d’agriculture, les coopératives agricoles, les organismes chargés de la sélection génétique des animaux d’élevage et certains organismes nationaux à vocation agricole et rurale (ONVAR). Outre les programmes pluriannuels de ces organismes, un appel à projets transversal sera mis en place en 2021 sur l'appui à l'animation des groupements d'intérêt économique et environnemental (GIEE).
La prochaine programmation du PNDAR qui démarrera en 2022 devrait permettre de redéfinir les objectifs stratégiques du programme 775 pour tenir compte des enseignements de la crise sanitaire de la COVID-19 et notamment de mettre l'accent sur la souveraineté alimentaire et agricole."
ACT;CAS;775-01;;;Développement et transfert;Développement et transfer;
ACT;CAS;775-02;;;Fonction support;Fonction support;
PGM;CAS;776;YF;3;Recherche appliquée et innovation en agriculture;RechAppliqInnovAgri;Le programme recherche appliquée et innovation en agriculture permet d'orienter les actions des acteurs de la recherche appliquée et du développement agricole vers les objectifs prioritaires pour l'agriculture française, en tenant compte des attentes sociétales et des besoins des consommateurs, en cohérence avec les orientations du PNDAR. Il mobilise l'ensemble des acteurs, et notamment les instituts techniques agricoles vers un nombre de thèmes restreints, en renforçant le continuum entre recherche, enseignement et développement pour produire des outils et méthodes permettant aux agriculteurs de s'adapter aux changements climatiques et économiques, de valoriser et développer de nouveaux produits ou de nouvelles formes d'activités. En termes d'impacts, le programme 776 contribue ainsi à la réduction de l'utilisation de produits phytosanitaires, au maintien de la biodiversité, au développement de l'agriculture biologique, de l'autonomie protéique, de l'agroforesterie ou encore du bien-être animal.
